time_s,C_r0.0_cm_kg_kg,C_r0.1_cm_kg_kg,C_r0.2_cm_kg_kg,C_r0.3_cm_kg_kg,C_r0.4_cm_kg_kg,C_r0.5_cm_kg_kg,C_r0.6_cm_kg_kg,C_r0.7_cm_kg_kg,C_r0.8_cm_kg_kg,C_r0.9_cm_kg_kg,C_r1.0_cm_kg_kg,C_r1.1_cm_kg_kg,C_r1.2_cm_kg_kg,C_r1.3_cm_kg_kg,C_r1.4_cm_kg_kg,C_r1.5_cm_kg_kg,C_r1.6_cm_kg_kg,C_r1.7_cm_kg_kg,C_r1.8_cm_kg_kg,C_r1.9_cm_kg_kg,C_r2.0_cm_kg_kg
3000.0,2.5425542643065664,2.5419563988156044,2.5402888751637853,2.537267773125741,2.5325212771390655,2.525513821160086,2.5155376493925634,2.501710727874924,2.482986315583892,2.4581791156982127,2.426011553869765,2.3851813651749603,2.334448516293589,2.272735952240228,2.1992352825493184,2.113505881160928,2.01555451350662,1.9058830141980763,1.7854930697154063,1.6558360546558961,1.5188397677616268
3060.0,2.5414357859627708,2.540781865346317,2.5389630017197033,2.535684077140854,2.5305665460305207,2.5230686344340585,2.5124798556230146,2.497922266018633,2.4783633314758022,2.4526447634501993,2.4195302557761194,2.3777727407123868,2.3261988061143812,2.263804665529041,2.1898550546870195,2.1039741747511282,2.006216751925302,1.8971074926684837,1.777638353957272,1.6492165501769973,1.513704655518363
3120.0,2.54020132445633,2.5394893856731784,2.5375142342355943,2.5339701720944854,2.5284732933313814,2.520477453039686,2.5092716070549357,2.493984196045655,2.473599004041902,2.446986314275425,2.4129517276453365,2.370302767756697,2.3179306003801106,2.254901220546925,2.180547773940183,2.09455374280779,1.9970158742760882,1.8884761599764297,1.7699146935232175,1.6427055432879716,1.5087148075759063
3180.0,2.538845274192509,2.538073554642752,2.535937705408707,2.532122092695018,2.5262388112191347,2.5177391403226497,2.5059135573688875,2.4898990201810856,2.4686975119488714,2.441209161135354,2.406281785747173,2.362776557612354,2.3096468733462174,2.2460248120814024,2.171307178114097,2.085231481526992,1.9879317066235007,1.8799651739594674,1.7623077086631098,1.6363268806686377,1.503872545384901
3240.0,2.5373623297565224,2.5365292727561375,2.5342288630299645,2.5301361879711726,2.523860671720586,2.514852741346632,2.502406347815264,2.4856689110365795,2.463662256919216,2.4353173813423856,2.399524426818684,2.355197201821482,2.301349145635484,2.237175181206357,2.162131803183157,2.0760064646205127,1.9789674668178006,1.8715880471318556,1.7548432513598655,1.630080147529169,1.4990838369359327
3300.0,2.5357474403341094,2.534851693947145,2.532383401814495,2.5280090334771232,2.5213366301927636,2.5118174170447984,2.4987506603462406,2.481296044674022,2.458496725781761,2.4293154469472467,2.392684684659187,2.347569837458675,2.293042224027145,2.2283564421742836,2.153024862772931,2.066881175268642,1.9701254916244704,1.8633456957699575,1.7475121754203213,1.6239432626316934,1.494368424883577
3360.0,2.5339958209604925,2.533036241926408,2.530397295691934,2.5257374971383184,2.5186647497621,2.5086326549542886,2.4949475295851813,2.4767829854488452,2.4532048307538865,2.423208263850807,2.3857679474033686,2.339899710161114,2.284730559625611,2.2195717289162165,2.1439880223842684,2.057856184544332,1.9614056551566563,1.8552366079869387,1.7403113363059315,1.6179121043121723,1.489671936896036
3420.0,2.5321030245971343,2.5310786823847975,2.5282668695837467,2.523318807446895,2.515843457500191,2.505298296865095,2.490998316983405,2.4721325801157623,2.447790715921312,2.4170009415398885,2.378779856530006,2.3321925402910493,2.2764196017116065,2.210826116227742,2.1350261918957196,2.0489365340435755,1.9528128637213222,1.8472638013017566,1.7332363125666004,1.6119648407832234,1.4850163362781905
3480.0,2.5300649970429934,2.5289751771950506,2.525988852330316,2.520750606484199,2.5128716028451055,2.5018146141894024,2.486904822526708,2.467348130961791,2.4422590109994946,2.4106991114961995,2.3717265829530016,2.324454471172033,2.2681148416597177,2.202123804624234,2.126141613253245,2.0401216782698475,1.9443425556075966,1.839417241248448,1.7262740820930904,1.6061021680999354,1.480372542698671
3540.0,2.5278781440607463,2.526722350919184,2.523560440966588,2.518031008111157,2.509748500764525,2.49818231739121,2.4826692262122148,2.462433215959783,2.43661446345318,2.404308318727762,2.3646140033035676,2.3166912425698154,2.2598215320040658,2.193469427771908,2.1173383797480443,2.0314152783994763,1.9359979335802566,1.831699751387783,1.719425160654427,1.6003080554751021,1.475746778067996
