time_s,R_m,T_K_max_abs,T_K_r_m,T_K_z_m,T_K_volume_RMSE,T_K_midplane_max_abs,T_K_endface_max_abs,T_K_middle_zone_max_abs,T_K_end_zone_max_abs,C_kg_kg_max_abs,C_kg_kg_r_m,C_kg_kg_z_m,C_kg_kg_volume_RMSE,C_kg_kg_midplane_max_abs,C_kg_kg_endface_max_abs,C_kg_kg_middle_zone_max_abs,C_kg_kg_end_zone_max_abs
60.0,0.02,0.07707084586598967,0.00027941000925095087,0.125,0.006949620223608721,0.0003545610961168677,0.07707084586598967,0.0003545610961168677,0.07707084586598967,0.2613766852053083,0.018169464157345213,0.125,0.009425260653032634,0.00812898806139728,0.2613766852053083,0.00812898806139728,0.2613766852053083
61.0,0.02,0.0789812105007286,0.00027941000925095087,0.125,0.0071440936790303465,0.000198615749354758,0.0789812105007286,0.00019861574941160143,0.0789812105007286,0.26290033425931325,0.018169464157345213,0.125,0.009555181690204842,0.007459442601961186,0.26290033425931325,0.007459442601961186,0.26290033425931325
62.0,0.02,0.08092960443133279,0.00027941000925095087,0.125,0.007341958224075063,0.00019669008673872668,0.08092960443133279,0.00019669008673872668,0.08092960443133279,0.26440772477316665,0.018169464157345213,0.125,0.0096837782077261,0.0070219987287152286,0.26440772477316665,0.0070219987287152286,0.26440772477316665
63.0,0.02,0.08291106727392616,0.00027941000925095087,0.125,0.007543349518537785,0.00019746773432416376,0.08291106727392616,0.00019746773432416376,0.08291106727392616,0.26590476394157525,0.018169464157345213,0.125,0.009811831790197054,0.006718203157599856,0.26590476394157525,0.006718203157599856,0.26590476394157525
64.0,0.02,0.08492233659922022,0.00027941000925095087,0.125,0.007748151957669833,0.00019891070121502707,0.08492233659922022,0.00019891070121502707,0.08492233659922022,0.26739241812372505,0.018169464157345213,0.125,0.009939417247505165,0.006495727530460016,0.26739241812372505,0.006495727530460016,0.26739241812372505
65.0,0.02,0.08696110862598516,0.00027941000925095087,0.125,0.007956268718958591,0.0002005750707212428,0.08696110862598516,0.0002005750707212428,0.08696110862598516,0.2688706761911397,0.018169464157345213,0.125,0.010066508642762373,0.006323677713021336,0.2688706761911397,0.006323677713021336,0.2688706761911397
66.0,0.02,0.0890256587880458,0.00027941000925095087,0.125,0.008167616191044358,0.00020231288448258056,0.0890256587880458,0.00020231288448258056,0.0890256587880458,0.2703394440382674,0.018169464157345213,0.125,0.01019308015608435,0.00618371464210421,0.2703394440382674,0.00618371464210421,0.2703394440382674
67.0,0.02,0.09111463488170557,0.00027941000925095087,0.125,0.008382120567316017,0.00020406428501473783,0.09111463488170557,0.00020406428501473783,0.09111463488170557,0.2717986984094902,0.018169464157345213,0.125,0.010319117818299544,0.006064926319065744,0.2717986984094902,0.006064926319065744,0.2717986984094902
68.0,0.02,0.09322693745014021,0.00027941000925095087,0.125,0.008599715618033965,0.00020580256648372597,0.09322693745014021,0.0002058025665405694,0.09322693745014021,0.2732484794326071,0.018169464157345213,0.125,0.01044461683966595,0.00596072094298794,0.2732484794326071,0.00596072094298794,0.2732484794326071
69.0,0.02,0.09536164670060998,0.00027941000925095087,0.125,0.008820341156664468,0.00020751537141450171,0.09536164670060998,0.00020751537141450171,0.09536164670060998,0.2746888635432838,0.018169464157345213,0.125,0.01056957798762905,0.005867011178345205,0.2746888635432838,0.005867011178345205,0.2746888635432838
70.0,0.02,0.09751797558311637,0.00027941000925095087,0.125,0.009043941938878829,0.0002091971345521415,0.09751797558311637,0.0002091971345521415,0.09751797558311637,0.2761199444874469,0.018169464157345213,0.125,0.010694005079164681,0.005781178047759461,0.2761199444874469,0.005781178047759461,0.2761199444874469
71.0,0.02,0.09969523832569394,0.00027941000925095087,0.125,0.00927046684433992,0.00021084569749518778,0.09969523832569394,0.00021084569749518778,0.09969523832569394,0.277541823150671,0.018169464157345213,0.125,0.010817903502316992,0.005701482322796991,0.277541823150671,0.005701482322796991,0.277541823150671
72.0,0.02,0.10189282852581982,0.00027941000925095087,0.125,0.009499868251114936,0.00021246066830826749,0.10189282852581982,0.0002124606683651109,0.10189282852581982,0.27895460278940165,0.018169464157345213,0.125,0.010941279403025628,0.005626726792048231,0.27895460278940165,0.005626726792048231,0.27895460278940165
73.0,0.02,0.10411020339518018,0.00027941000925095087,0.125,0.009732101545826915,0.00021404257989843245,0.10411020339518018,0.00021404257989843245,0.10411020339518018,0.2803583869922588,0.018169464157345213,0.125,0.01106413925386083,0.005556058694076604,0.2803583869922588,0.005556058694076604,0.2803583869922588
74.0,0.02,0.10634687211125993,0.00027941000925095087,0.125,0.009967124732424858,0.00021559243953106488,0.10634687211125993,0.0002155924395879083,0.10634687211125993,0.2817532788746555,0.018169464157345213,0.125,0.011186489629973198,0.005488851221369551,0.2817532788746555,0.005488851221369551,0.2817532788746555
